StudentID,Age,Gender,Year,StudyHours,AssignmentsAvg,HomeworkCompletionRate,AttendanceRate,ParticipationScore,MidtermScore,ProjectScore,FinalExamScore,SES,ParentalEducationLevel,StudyGroupHours,LibraryUsage,ExtraCreditScore,FinalGrade,Passed
5308,19,0,2,14.64,44.13,47.01,82.1,6.59,40.82,43.16,41.26,6.44,3,5.1,11.63,4.4,40.33,0
5309,25,1,3,20.41,58.2,54.99,72.95,4.52,58.03,59.14,58.16,3.97,2,5.2,10.25,5.33,55.84,0
5310,23,0,2,16.11,47.09,45.68,71.93,4.31,46.23,45.9,45.5,4.08,2,4.2,8.57,4.43,45.7,0
5311,22,1,1,11.66,31.42,30.35,69.19,4.16,32.08,31.09,32.63,4.12,2,3.31,6.84,3.27,36.83,0
5312,19,1,3,19.73,55.61,59.77,80.38,6.24,55.35,58.84,54.71,6.35,3,5.69,13.25,5.61,59.28,0
5313,24,0,3,10.38,30.58,31.32,71.1,4.7,31.23,33.0,31.38,3.82,2,3.38,8.05,3.15,27.48,0
5314,18,0,2,11.32,30.48,30.04,70.83,3.91,31.71,31.99,30.42,6.13,3,3.5,6.61,3.22,27.39,0
5315,23,0,3,15.37,46.1,50.62,82.9,6.68,41.41,44.07,41.58,5.8,3,5.14,11.52,4.64,39.19,0
5316,21,0,2,15.39,41.9,47.89,81.16,5.94,41.28,45.13,42.74,5.65,3,5.21,11.4,4.73,45.81,0
5317,22,0,1,14.06,40.58,46.25,82.65,6.58,33.83,38.7,38.76,5.21,3,4.8,11.58,4.23,41.24,0
5318,24,1,3,15.73,46.34,46.02,69.91,3.48,45.04,43.64,45.62,6.25,3,4.28,7.82,4.52,40.88,0
5319,24,0,2,18.82,49.44,54.62,78.73,5.47,53.43,53.15,50.31,4.7,2,5.35,11.38,4.83,49.55,0
5320,22,0,1,19.71,57.55,59.55,81.35,5.96,56.74,55.6,56.31,4.46,2,5.79,12.17,5.22,56.88,0
5321,18,1,1,9.6,30.46,32.02,72.29,4.56,29.81,28.86,30.98,2.8,1,2.78,7.05,2.62,32.67,0
5322,22,0,3,16.81,49.13,47.45,72.64,4.45,47.0,45.92,48.7,6.49,3,4.71,9.18,4.78,45.01,0
5323,21,0,2,14.56,41.3,46.72,78.37,5.56,41.92,44.27,41.92,4.66,2,4.78,9.9,4.1,42.42,0
5324,20,1,1,21.31,63.2,67.81,89.64,7.53,58.75,59.51,62.95,4.69,2,6.47,14.61,6.13,59.83,0
5325,23,0,2,18.29,57.08,64.34,91.25,8.26,51.23,55.29,51.85,5.5,3,6.59,15.02,5.68,60.63,1
5326,17,1,4,17.23,49.73,50.86,,5.45,45.08,48.29,48.4,5.27,3,5.04,10.93,4.74,43.68,0
5327,19,0,1,8.96,30.8,32.09,73.17,4.93,24.45,27.42,24.64,2.11,1,2.91,7.08,2.44,27.35,0
5328,24,1,2,15.25,43.44,48.04,80.06,5.93,41.34,41.81,43.64,4.43,2,4.82,10.44,4.35,38.51,0
5329,22,0,3,13.32,40.42,41.61,76.53,5.18,36.29,39.35,39.97,3.95,2,4.14,8.69,3.66,42.16,0
5330,18,0,3,10.83,32.05,35.45,71.47,4.46,31.35,32.97,31.61,4.53,2,3.59,7.18,2.91,40.33,0
5331,24,0,5,11.49,32.9,35.64,74.01,5.12,30.64,32.37,32.85,5.43,3,4.02,8.45,3.31,27.65,0
5332,17,1,2,14.66,40.77,42.52,73.13,4.07,41.07,41.46,43.98,5.21,3,4.27,8.79,3.97,46.22,0
5333,21,0,4,21.5,57.49,58.45,74.94,5.04,58.81,59.33,61.97,5.96,3,5.98,11.41,5.75,63.18,1
5334,19,1,3,18.5,54.03,56.76,82.49,6.04,54.15,53.44,55.47,5.44,3,5.78,12.08,5.45,52.64,0
5335,23,1,5,12.57,34.56,34.91,68.49,3.51,34.64,34.23,33.03,5.16,3,3.17,6.75,3.32,33.35,0
5336,18,0,1,23.65,64.96,66.17,78.14,5.01,67.8,64.45,64.64,6.34,3,6.43,12.4,6.33,71.08,1
5337,17,0,4,15.28,42.74,44.74,74.84,4.88,42.3,46.08,44.06,6.75,3,4.72,9.95,4.43,47.66,0
5338,23,1,2,18.2,,48.55,67.56,3.37,52.76,50.96,54.11,4.2,2,4.74,8.47,4.64,47.01,0
5339,22,0,2,20.69,60.58,61.13,76.52,5.21,59.57,60.16,60.55,3.99,2,5.84,10.79,5.67,54.4,0
5340,18,0,5,12.57,40.22,43.47,75.93,5.39,38.14,38.68,36.97,6.1,3,4.24,9.5,3.88,30.08,0
5341,22,0,2,18.29,54.54,59.23,90.09,8.12,48.93,51.8,49.79,6.63,3,6.06,14.53,5.49,39.91,0
5342,20,1,2,14.44,37.91,39.3,66.41,3.28,41.09,42.58,39.43,3.46,2,3.59,6.74,3.71,47.88,0
5343,20,0,3,17.67,50.13,49.31,74.53,4.36,52.36,50.19,48.06,6.75,4,5.24,10.39,4.84,55.49,0
5344,23,1,1,21.77,64.65,63.36,80.92,5.92,61.66,63.71,63.06,3.95,2,6.03,13.22,5.91,57.5,0
5345,24,0,4,13.87,41.14,49.25,80.43,5.6,38.9,41.62,40.7,4.09,2,4.42,10.23,3.93,41.08,0
5346,19,1,3,20.7,57.57,63.08,80.31,5.7,58.84,59.35,61.03,5.5,3,5.81,11.78,5.48,65.44,1
5347,22,1,4,13.72,38.0,40.56,70.93,4.39,38.08,35.74,38.95,4.96,3,3.81,7.54,3.69,34.19,0
5348,22,1,1,20.53,52.9,53.76,72.31,3.53,55.87,56.08,56.35,4.75,2,5.06,9.2,5.01,53.22,0
5349,18,1,2,15.8,48.62,48.68,77.82,5.23,43.97,46.43,45.98,3.99,2,4.58,10.53,4.7,42.14,0
5350,25,1,3,10.7,31.34,32.72,71.54,4.61,29.11,33.64,33.17,2.75,1,3.33,7.38,2.94,31.02,0
5351,18,0,3,21.46,60.44,59.76,77.47,4.78,58.87,60.76,59.14,3.44,2,5.27,10.75,5.48,68.71,1
5352,23,0,1,13.64,37.99,40.07,74.06,4.72,41.98,40.93,39.53,4.29,2,4.09,8.86,3.87,42.33,0
5353,18,0,2,16.22,46.69,51.41,77.93,5.34,46.06,47.61,46.07,5.19,3,4.95,10.42,4.47,56.64,0
5354,21,0,5,11.91,34.24,36.64,70.81,4.2,36.16,36.26,36.0,6.43,3,3.87,7.77,3.62,36.72,0
5355,19,1,3,21.78,59.91,58.32,68.89,3.14,66.49,61.09,63.4,6.58,3,5.67,9.12,5.82,63.35,1
5356,21,1,5,17.78,52.18,53.57,79.94,5.85,47.43,50.34,50.51,4.47,2,5.3,10.77,4.82,44.56,0
5357,22,0,3,8.06,,27.37,71.26,4.4,25.08,28.49,26.63,3.66,2,2.83,6.37,2.39,28.65,0
5358,19,0,1,10.15,24.39,23.62,,2.49,27.57,26.65,27.96,4.97,3,2.52,4.77,2.31,20.89,0
5359,21,0,2,17.74,47.86,55.56,79.41,6.03,49.39,49.14,49.84,5.92,3,5.49,11.0,4.89,50.95,0
5360,24,0,1,14.42,41.11,41.28,71.15,4.33,39.92,43.78,40.72,4.02,2,3.85,7.72,3.66,42.14,0
5361,25,1,4,14.79,39.36,39.74,67.62,3.36,42.78,44.55,44.33,5.31,3,4.01,7.55,3.99,48.91,0
5362,23,1,3,19.66,56.34,56.6,72.94,4.2,58.48,57.76,56.74,6.68,3,5.64,10.72,5.79,58.21,0
5363,25,0,5,16.32,46.26,49.65,74.38,4.7,43.85,47.54,46.07,2.96,2,4.41,9.1,4.2,45.86,0
5364,21,0,2,8.88,27.25,28.0,71.0,4.1,23.05,26.24,26.29,5.53,3,3.0,6.97,2.78,25.8,0
5365,19,1,3,13.94,44.33,49.43,82.3,6.92,38.57,41.79,41.55,5.91,3,5.26,11.79,4.52,35.33,0
5366,18,1,4,12.72,36.1,36.2,73.44,5.13,35.78,35.19,37.6,7.85,4,4.36,8.74,3.81,36.92,0
5367,17,0,3,10.31,33.43,35.84,72.78,4.56,30.76,30.78,30.89,4.64,2,3.89,7.29,3.14,27.65,0
5368,23,0,2,18.94,55.76,61.08,83.41,6.33,53.87,55.17,56.04,5.01,3,5.96,12.76,5.34,52.88,0
5369,19,1,1,21.6,64.48,70.72,90.51,8.09,59.25,64.25,63.06,5.4,3,7.01,15.07,6.33,63.85,1
5370,17,0,3,19.44,52.7,51.42,72.7,4.2,53.06,52.47,54.79,5.24,3,5.09,9.5,5.33,50.6,0
5371,18,1,2,15.97,43.72,48.16,79.03,5.99,45.63,45.66,43.59,6.51,3,5.2,11.23,4.78,41.16,0
5372,24,1,3,16.59,46.26,55.04,84.72,6.8,44.53,49.52,47.14,6.95,4,5.97,12.78,5.1,48.72,0
5373,20,1,2,18.99,51.49,52.88,74.07,3.96,54.66,55.47,53.5,4.43,2,4.76,10.08,5.02,58.12,0
5374,22,0,1,12.72,35.61,40.45,74.95,4.95,36.12,38.2,34.57,3.44,2,3.99,9.03,3.31,40.05,0
5375,17,0,3,18.5,51.52,47.41,69.54,3.83,53.01,53.66,54.91,6.24,3,4.74,9.31,4.93,51.66,0
5376,25,0,4,16.95,52.43,54.49,82.65,6.14,46.03,49.27,49.62,6.78,3,5.66,12.4,5.17,43.6,0
5377,20,0,2,22.24,66.96,72.6,88.66,6.95,64.01,65.07,62.7,5.76,3,6.87,15.3,6.31,59.89,0
5378,19,1,3,10.38,27.93,22.15,61.97,2.38,31.08,26.3,29.43,1.9,1,2.26,4.08,2.37,28.07,0
5379,21,0,1,11.53,32.78,31.35,72.84,4.24,34.64,33.74,33.44,3.8,2,3.57,6.86,3.05,26.39,0
5380,18,1,3,15.41,44.86,46.59,76.7,5.16,43.99,44.97,45.93,4.76,2,4.74,9.49,4.25,30.59,0
5381,18,0,4,11.68,32.39,33.21,69.65,4.13,31.77,32.86,33.65,3.44,2,3.26,6.45,2.99,38.22,0
5382,24,0,4,14.98,45.95,48.02,80.21,6.23,44.22,45.58,45.94,4.83,2,5.21,11.35,4.59,48.04,0
5383,25,0,5,24.42,,74.97,87.62,7.11,65.77,68.98,69.37,4.95,3,6.73,15.07,6.55,72.96,1
5384,22,0,4,12.25,34.38,33.16,70.51,4.54,34.9,34.83,32.7,5.86,3,3.69,8.13,3.53,34.4,0
5385,20,1,4,14.66,43.19,48.74,78.81,5.77,41.7,42.89,42.12,6.62,3,5.06,10.69,4.39,36.78,0
5386,21,1,4,12.8,34.86,32.15,68.81,3.76,36.37,37.81,35.8,5.44,3,3.46,7.31,3.38,36.35,0
5387,21,1,4,15.57,40.01,44.2,69.99,3.94,44.65,47.7,46.03,4.5,2,4.25,7.54,4.37,45.26,0
5388,20,1,4,15.62,42.03,38.77,64.21,2.56,44.89,43.01,43.59,5.77,3,3.77,6.45,3.96,36.43,0
5389,19,1,3,13.52,30.73,27.81,55.35,0.61,39.03,35.56,36.61,4.73,2,2.36,3.52,2.8,24.88,0
5390,17,1,3,13.29,41.13,48.45,80.53,6.29,39.06,39.46,38.88,4.26,2,4.7,10.66,3.94,33.42,0
5391,18,0,3,12.64,33.47,35.92,73.47,4.78,30.88,34.1,31.73,3.88,2,3.75,8.05,3.05,35.47,0
5392,18,1,3,12.98,36.2,41.12,73.35,4.62,36.59,39.23,37.96,3.75,2,4.04,8.28,3.46,38.31,0
5393,25,1,4,10.68,35.19,39.32,79.88,6.43,28.11,31.99,31.37,5.67,3,4.25,10.46,3.64,30.32,0
5394,21,1,1,14.17,44.56,43.43,72.81,4.56,41.16,46.75,41.45,5.34,3,4.27,9.22,4.45,46.27,0
5395,24,0,3,19.84,55.11,53.49,71.63,4.12,58.2,57.77,56.83,5.73,3,5.16,9.5,5.45,58.9,0
5396,23,0,3,13.7,37.24,40.68,72.25,4.16,37.47,39.83,40.05,5.11,3,4.03,8.1,3.92,34.54,0
5397,17,1,1,15.89,46.19,49.68,78.51,5.49,47.55,46.32,43.69,5.83,3,5.15,11.16,4.77,50.58,0
5398,18,0,3,9.76,,24.51,61.0,2.09,25.85,26.53,24.62,3.92,2,2.2,4.49,2.11,38.53,0
5399,22,0,3,23.28,63.11,62.43,74.48,4.18,65.5,64.62,65.8,4.99,3,5.85,11.3,6.19,64.24,1
5400,17,1,3,14.14,35.91,37.12,69.36,3.65,40.95,37.67,39.97,4.93,3,3.82,7.2,3.78,36.01,0
5401,23,0,3,21.01,61.58,63.68,80.85,5.27,,62.92,61.66,4.41,2,6.18,11.64,5.93,60.39,1
5402,20,0,3,27.39,77.57,77.63,83.03,5.78,79.22,76.15,77.58,5.11,3,7.34,14.11,7.29,79.42,1
5403,25,0,3,21.97,59.85,60.21,77.81,4.97,62.4,61.66,63.54,7.65,4,6.05,12.53,6.03,54.21,0
5404,24,1,3,12.93,38.63,42.63,81.3,6.06,33.8,38.13,37.72,4.97,3,4.47,10.87,4.05,28.58,0
5405,17,0,4,21.96,62.38,68.6,88.57,7.36,63.26,64.1,62.47,4.42,2,6.74,15.05,6.35,65.64,1
5406,24,1,3,20.58,56.19,52.74,68.2,2.93,58.3,57.3,59.25,3.81,2,4.88,8.55,4.92,54.95,0
5407,21,1,3,13.01,38.1,39.98,74.42,4.93,35.65,36.53,39.74,4.75,2,4.12,8.2,3.92,39.69,0
5408,21,0,2,16.12,42.1,45.41,75.47,4.88,45.39,46.91,43.44,5.76,3,4.61,9.71,4.42,39.82,0
5409,24,1,2,19.31,57.93,59.18,83.6,6.87,54.36,57.35,58.42,7.57,4,6.24,13.56,5.93,51.51,0
5410,24,0,3,15.42,43.39,44.25,71.12,4.05,43.19,44.58,43.63,5.67,3,4.43,8.45,4.11,46.65,0
5411,19,1,2,11.98,30.98,30.2,66.71,3.3,33.96,31.72,31.93,5.89,3,3.33,6.3,3.21,32.02,0
5412,24,0,3,15.07,41.15,38.43,66.33,2.74,42.77,43.15,44.01,3.16,1,3.45,6.32,3.56,40.78,0
5413,19,0,5,16.65,48.31,54.64,82.79,6.3,46.69,49.0,48.82,6.66,3,5.63,12.69,5.46,41.61,0
5414,25,0,3,17.41,54.07,57.41,87.69,7.13,47.71,51.16,47.27,4.93,3,6.03,13.15,5.33,49.97,0
5415,21,1,2,13.5,36.91,31.66,56.13,1.46,40.59,39.23,43.84,3.93,2,2.86,3.68,3.36,39.68,0
5416,25,1,4,19.25,58.72,66.19,86.25,6.83,55.76,58.2,57.13,4.48,2,6.14,13.54,5.78,55.6,0
5417,22,1,2,17.86,50.25,57.69,81.57,6.21,53.84,53.11,53.12,5.17,3,5.56,12.47,5.3,54.12,0
5418,21,0,4,7.0,17.99,20.35,69.28,4.31,19.66,21.02,19.59,5.33,3,2.45,5.66,2.05,30.3,0
5419,25,0,1,11.88,31.11,33.43,67.77,3.42,32.82,34.59,32.8,3.49,2,3.31,7.39,2.97,24.43,0
5420,17,0,1,5.43,17.44,22.83,72.54,4.88,15.43,19.57,18.04,4.33,2,2.87,6.17,2.06,24.99,0
5421,23,0,4,22.78,67.71,68.65,84.33,6.16,63.97,66.03,64.94,4.94,3,6.61,14.04,6.65,67.17,1
5422,19,1,2,15.97,46.37,49.5,78.3,5.7,46.84,47.87,45.83,6.24,3,5.22,11.57,4.75,45.48,0
5423,17,1,4,18.44,52.89,55.09,80.91,5.97,50.12,52.49,51.71,4.72,3,5.4,11.86,5.0,60.51,1
5424,17,1,5,11.5,32.06,36.1,70.46,4.02,33.22,36.73,35.2,5.05,3,3.82,7.54,3.26,33.24,0
5425,19,0,3,11.85,29.77,25.27,60.95,2.19,29.35,29.77,31.9,5.17,2,2.82,4.71,2.55,24.62,0
5426,21,0,3,14.16,41.23,40.86,71.81,4.18,38.93,41.45,40.16,4.57,2,4.2,7.71,3.8,38.31,0
5427,24,0,3,21.87,66.68,68.0,85.2,6.79,62.97,64.96,65.55,4.11,2,6.42,13.62,6.32,61.24,1
5428,21,1,1,14.29,42.19,42.56,77.99,5.71,41.1,41.91,41.41,5.63,3,4.67,10.72,4.23,44.53,0
5429,21,0,5,14.71,40.93,38.02,65.8,2.87,43.76,44.42,45.36,3.91,2,3.92,6.41,3.6,36.66,0
5430,24,0,2,13.85,41.16,40.15,76.22,4.82,40.78,42.37,42.04,7.15,4,4.78,9.79,4.32,49.91,0
5431,18,0,4,12.97,34.84,32.48,66.09,2.95,36.71,35.38,37.55,4.84,2,3.12,5.89,3.07,41.2,0
5432,20,1,5,20.08,54.84,50.72,68.7,3.26,57.69,55.22,56.43,7.18,3,5.22,9.56,5.28,55.44,0
5433,22,1,2,15.11,39.85,37.84,68.71,3.17,44.73,43.03,42.79,2.75,2,3.88,6.4,3.63,45.77,0
5434,17,0,1,18.5,52.57,53.6,76.16,4.56,54.88,54.97,53.06,5.38,3,5.28,11.03,5.05,44.56,0
5435,23,1,2,12.29,32.47,35.34,68.88,3.83,33.88,33.68,32.5,4.11,2,3.41,7.04,3.14,32.26,0
5436,23,1,1,14.97,38.09,40.49,69.48,3.44,45.59,43.41,44.17,3.09,2,3.71,7.26,3.69,44.48,0
5437,20,0,3,27.2,75.16,71.18,73.72,3.92,77.58,74.65,75.98,5.65,3,6.63,12.15,7.05,72.34,1
5438,19,1,1,9.43,20.55,17.51,55.77,1.14,23.06,24.7,21.35,4.37,2,1.89,2.63,1.89,12.4,0
5439,24,1,5,17.37,47.92,54.99,82.66,6.44,47.9,49.07,50.78,5.67,3,5.37,12.19,5.22,57.22,0
5440,17,0,3,15.51,41.43,40.14,68.43,3.73,44.67,44.39,44.91,6.69,3,4.42,8.03,4.28,46.22,0
5441,17,0,3,19.53,53.62,49.92,67.42,3.65,55.74,51.78,55.08,5.23,3,4.67,8.73,5.03,55.22,0
5442,21,0,3,16.41,46.01,48.2,72.75,4.21,49.1,47.46,46.54,5.91,3,4.77,9.64,4.53,51.56,0
5443,24,0,4,19.16,53.31,55.94,74.86,4.61,55.35,54.76,55.22,4.74,3,5.19,10.29,5.23,49.1,0
5444,18,1,3,23.49,66.19,67.67,83.53,6.54,63.23,64.73,64.74,5.61,3,6.61,13.24,6.42,63.25,1
5445,19,0,3,10.04,26.67,31.46,71.68,4.55,27.32,29.79,28.07,5.24,3,3.43,7.12,2.64,29.8,0
5446,23,1,3,4.34,15.69,16.02,67.05,3.98,11.64,13.74,13.16,3.81,2,1.69,4.28,1.58,16.01,0
5447,20,1,3,14.91,40.59,38.44,68.36,3.5,42.36,39.83,43.23,4.7,2,3.97,7.33,3.79,51.88,0
5448,23,1,1,22.2,61.0,62.21,76.3,4.95,64.23,63.52,61.85,6.63,3,6.14,11.67,5.78,62.44,1
5449,21,1,2,13.26,39.47,42.34,75.42,5.31,36.46,39.55,38.56,4.71,2,4.09,9.34,3.6,41.69,0
5450,22,0,1,17.62,50.14,47.64,75.31,4.72,51.24,48.19,50.07,6.06,3,5.04,10.4,4.94,47.48,0
5451,17,1,1,4.03,11.84,11.11,58.84,1.7,14.39,15.24,12.82,4.82,2,1.32,2.42,0.96,12.06,0
5452,23,1,2,7.63,19.45,19.08,64.39,3.23,21.2,23.98,20.6,4.06,2,2.42,5.13,2.03,23.29,0
5453,18,1,4,12.17,33.64,33.59,67.11,3.54,36.06,34.21,33.95,5.09,2,3.42,6.73,3.25,42.17,0
5454,21,0,4,19.67,54.81,52.36,71.62,3.94,55.56,56.01,56.06,4.33,2,4.59,9.35,5.19,58.93,0
5455,24,1,2,12.14,31.71,24.4,54.21,1.18,34.11,33.48,36.07,4.68,2,2.65,4.15,2.87,29.0,0
5456,18,1,3,19.84,58.33,62.23,82.38,6.34,57.82,56.74,56.18,4.25,2,5.81,12.44,5.58,52.15,0
5457,25,1,2,11.25,31.04,30.93,69.94,4.16,30.44,33.12,31.06,5.55,3,3.62,7.68,3.55,27.32,0
5458,17,0,3,16.82,49.1,52.38,78.3,5.29,46.14,48.86,49.28,6.85,3,5.24,10.68,5.04,41.23,0
5459,23,0,4,13.05,35.2,35.09,71.63,4.4,38.47,38.64,38.25,6.84,3,4.19,8.76,3.73,32.3,0
5460,21,0,5,13.75,39.59,36.8,65.78,2.88,41.74,39.49,43.25,4.05,2,3.61,5.87,3.69,39.3,0
5461,19,1,4,12.64,34.99,36.61,72.08,4.4,34.13,34.14,32.35,3.61,2,3.92,8.16,3.29,40.72,0
5462,24,0,2,16.34,46.37,44.12,68.25,3.32,46.9,45.17,48.32,2.32,1,3.98,7.35,4.19,37.37,0
5463,20,1,3,17.41,48.78,50.28,76.22,5.17,50.16,52.72,50.71,5.66,3,5.27,10.38,4.82,61.4,1
5464,20,0,5,13.59,36.74,35.12,66.73,3.4,37.86,38.31,38.48,5.23,2,3.79,7.3,3.62,40.89,0
5465,24,0,2,22.96,64.15,64.46,78.18,5.28,63.36,64.71,66.26,6.13,3,6.25,12.04,6.4,59.81,0
5466,25,1,2,13.62,37.81,37.54,64.18,2.81,41.82,38.1,41.32,5.97,3,3.76,6.37,3.92,39.32,0
5467,17,0,2,20.02,58.26,61.04,81.63,5.92,57.59,58.64,55.97,5.21,3,5.85,12.17,5.56,53.02,0
5468,24,1,4,19.9,53.78,55.23,82.21,6.36,53.26,54.5,56.02,7.29,4,6.07,13.24,5.78,59.23,0
5469,25,0,2,19.69,54.46,57.05,76.78,4.77,56.24,56.56,55.94,3.84,2,5.23,10.76,5.27,56.22,0
5470,20,1,4,17.52,47.04,51.17,76.5,5.38,49.29,49.29,48.91,5.94,3,5.03,10.55,4.91,51.74,0
5471,20,1,3,21.67,60.61,64.49,78.05,5.68,62.45,61.18,64.93,7.69,4,6.94,13.51,6.26,66.71,1
5472,22,1,3,9.62,27.18,26.89,69.56,4.29,25.35,27.9,26.25,3.62,2,2.96,6.75,2.48,32.99,0
5473,21,1,3,7.81,21.16,20.39,64.85,3.46,22.19,22.58,22.02,2.61,1,2.07,4.56,1.67,28.38,0
5474,21,1,3,15.24,44.67,45.55,74.91,4.89,46.21,41.51,44.66,6.42,3,4.74,9.69,4.39,51.0,0
5475,24,1,2,10.17,29.22,33.89,74.25,5.34,27.44,32.91,30.37,4.99,2,3.46,7.8,3.21,27.55,0
5476,25,0,5,19.71,54.41,56.0,75.4,4.25,58.07,56.03,57.99,3.6,2,5.09,9.45,4.93,58.6,0
5477,18,1,3,9.62,28.66,28.24,62.72,2.76,32.87,30.94,27.31,4.92,2,2.55,4.52,2.73,27.26,0
5478,18,0,4,21.43,60.06,61.31,74.76,4.69,62.77,63.64,62.37,5.91,3,6.26,11.91,6.2,53.34,0
5479,18,1,3,10.3,28.95,29.14,71.08,4.17,27.98,30.24,27.67,5.49,3,2.97,7.53,3.03,32.61,0
5480,24,0,1,9.98,28.43,33.31,69.13,3.82,29.34,30.62,28.47,5.43,3,3.19,6.36,2.74,34.4,0
5481,20,0,3,4.63,16.03,17.5,73.04,4.97,14.75,13.89,12.78,4.65,2,2.17,7.07,2.06,12.19,0
5482,17,1,4,18.92,51.38,50.64,71.35,3.87,52.0,53.17,52.18,2.99,2,4.72,9.45,4.48,55.0,0
5483,17,0,5,19.1,53.05,53.45,74.79,4.71,53.24,51.69,49.73,5.15,3,5.25,9.8,5.31,44.64,0
5484,20,1,3,21.24,58.8,64.55,83.94,6.67,60.24,61.4,61.11,7.6,4,6.69,13.75,6.0,50.7,0
5485,22,0,3,16.17,45.85,46.75,69.67,3.76,46.58,46.94,46.15,4.79,2,4.38,8.12,4.29,44.74,0
5486,19,1,1,17.16,51.75,56.41,81.3,5.81,50.68,52.71,50.26,3.62,2,5.3,10.76,4.73,51.2,0
5487,21,0,3,16.4,50.35,53.48,,6.66,45.17,48.9,48.85,5.1,3,5.61,12.21,4.87,48.75,0
5488,18,1,3,20.2,59.87,59.26,80.69,5.93,57.25,59.97,58.67,6.52,3,6.27,12.47,5.71,57.71,0
5489,25,0,1,12.63,34.61,33.92,64.41,3.26,35.71,36.42,33.92,4.78,2,3.3,6.83,3.28,38.26,0
5490,21,0,3,9.86,27.87,28.93,65.38,3.82,29.15,28.68,25.23,4.76,2,2.97,6.24,2.85,16.89,0
5491,18,1,3,24.28,70.71,68.5,82.52,6.05,66.51,67.95,68.98,6.63,3,6.66,13.38,6.53,61.07,1
5492,22,1,2,20.64,56.02,52.64,70.63,4.02,60.29,54.72,58.81,5.1,3,5.32,10.18,5.47,59.71,0
5493,23,0,1,26.34,72.48,77.29,81.15,5.89,74.14,72.97,77.05,7.22,4,7.4,14.35,7.12,76.32,1
5494,17,1,4,18.99,52.03,50.33,69.41,3.37,56.62,54.41,53.69,5.36,3,4.94,8.22,4.99,48.56,0
5495,23,0,2,16.04,48.27,50.05,74.68,5.05,48.22,49.0,47.3,4.24,2,4.41,9.98,4.28,51.93,0
5496,23,0,3,11.06,30.75,32.11,67.19,3.63,31.51,33.47,32.58,4.54,2,3.13,6.35,2.9,30.82,0
5497,25,0,2,21.99,65.14,70.9,89.32,7.74,61.71,63.42,63.42,7.22,4,7.35,15.67,6.68,61.98,1
5498,23,0,5,19.56,51.93,51.7,69.47,3.67,54.5,51.45,56.47,4.54,2,4.73,8.53,5.1,51.8,0
5499,25,1,2,17.07,45.19,47.3,72.26,4.08,49.29,49.47,47.0,5.76,3,4.6,8.79,4.48,46.56,0
5500,24,1,2,19.1,54.49,56.72,79.01,5.8,53.37,55.11,54.61,6.33,3,5.94,12.4,5.61,50.61,0
5501,22,1,5,12.94,36.61,43.09,75.27,5.09,32.5,34.95,35.3,3.99,2,3.97,9.46,3.63,29.48,0
5502,17,0,5,12.99,37.9,39.02,76.53,5.24,37.72,38.64,36.85,6.26,3,4.35,9.01,3.51,32.47,0
5503,18,1,1,17.95,50.69,53.28,76.83,4.94,50.14,52.0,52.14,5.49,3,5.48,10.74,5.11,51.87,0
5504,22,1,3,15.02,41.29,38.87,65.98,3.15,45.55,44.46,43.27,3.39,2,3.88,6.53,3.9,42.62,0
5505,20,0,2,15.52,44.09,47.18,73.19,4.68,44.73,46.27,44.6,5.14,2,4.63,9.37,4.49,40.31,0
5506,18,0,5,18.38,55.11,55.65,74.71,4.83,52.48,54.61,52.99,5.89,3,5.49,10.74,5.47,49.94,0
5507,22,0,3,16.4,46.52,55.12,86.96,6.9,45.75,48.88,44.95,5.34,3,5.63,12.4,4.77,44.1,0
5508,18,1,2,25.36,72.63,75.16,82.23,6.2,74.44,76.42,74.45,5.4,3,6.89,13.89,6.88,77.61,1
5509,20,0,4,11.32,29.33,29.57,61.56,2.28,31.55,32.74,30.72,3.42,2,2.37,4.3,2.64,36.76,0
5510,22,1,3,12.88,35.12,38.28,72.44,4.58,33.95,36.21,36.26,4.21,2,3.59,8.11,3.4,35.12,0
5511,23,0,3,17.43,50.97,54.08,82.68,6.33,50.27,48.9,48.95,5.29,3,5.37,12.01,4.78,53.3,0
5512,25,1,5,24.24,64.7,63.97,73.01,3.95,66.16,67.07,65.96,5.43,3,5.85,10.3,6.34,60.38,1
5513,18,1,2,13.98,39.82,43.61,75.64,5.02,40.0,39.99,39.69,2.17,1,4.25,9.14,3.78,31.03,0
5514,18,0,3,10.46,30.51,28.03,69.8,4.11,30.4,31.66,31.02,6.49,3,3.61,7.85,2.92,31.6,0
5515,21,1,3,16.03,40.3,42.54,64.55,2.8,45.07,45.37,45.5,3.3,2,3.56,6.92,4.17,45.11,0
5516,18,1,3,22.14,64.46,63.03,76.26,4.61,64.66,64.75,64.16,4.39,2,5.6,10.52,5.79,65.91,1
5517,19,0,5,22.67,65.83,70.78,85.99,6.91,63.28,64.86,65.01,7.09,4,7.06,14.52,6.73,66.18,1
5518,20,1,2,11.58,29.99,29.82,61.97,2.3,33.45,32.28,31.05,4.66,2,2.6,4.54,3.19,23.03,0
5519,21,0,1,18.66,50.1,52.35,78.8,5.51,50.86,51.59,50.66,6.75,3,5.52,11.37,5.04,57.7,0
5520,20,1,3,9.91,27.59,30.21,73.45,4.73,28.01,31.17,27.79,3.43,2,2.74,7.49,2.51,25.8,0
